content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Bingung sama ini aplikasi mau invest disini ribet kali, disuruh upgrade bibit plus habis itu nanti kita diarahkan keluar aplikasi seperti aplikasi bankjago dan stockbit mencurigakan mau invest jadi takut soalnya di arahkannya ke aplikasi lain di luar apk bibit nya pada saat mau invest. Hati2 ya teman2 semua",1,Negatif,bingung sama ini aplikasi mau invest disini ribet kali disuruh upgrade bibit plus habis itu nanti kita diarahkan keluar aplikasi seperti aplikasi bankjago dan stockbit mencurigakan mau invest jadi takut soalnya di arahkannya ke aplikasi lain di luar apk bibit nya pada saat mau invest hati ya teman semua,bingung aplikasi invest ribet kali disuruh upgrade bibit plus habis diarahkan aplikasi aplikasi bankjago stockbit mencurigakan invest takut arahkannya aplikasi apk bibit nya invest hati ya teman,"['bingung', 'aplikasi', 'invest', 'ribet', 'kali', 'disuruh', 'upgrade', 'bibit', 'plus', 'habis', 'diarahkan', 'aplikasi', 'aplikasi', 'bankjago', 'stockbit', 'mencurigakan', 'invest', 'takut', 'arahkannya', 'aplikasi', 'apk', 'bibit', 'nya', 'invest', 'hati', 'ya', 'teman']",bingung aplikasi invest ribet kali suruh upgrade bibit plus habis arah aplikasi aplikasi bankjago stockbit curiga invest takut arah aplikasi apk bibit nya invest hati ya teman
"Aduh.. lama banget pencairan nya pdhl lagi butuh bgt, maksimum nya 3 hari tapi ini udah 5 hari ga ada perubahan. Kalo maksimal nya smpe 7 hari sih, terlalu lama. Jadi buat apa ada pilihan ""Uang darurat"" saat ingin pengambilan dana, jika proses nya aja disamakan dengan pilihan yang lain? lelet. Ngerti ga sih arti darurat? Maksimal 3 hari aja. Udahlah lama, biaya admin nya gede pula! Kalo dipotong gede maksimal cepet lah cair nya.",2,Negatif,aduh lama banget pencairan nya pdhl lagi butuh bgt maksimum nya  hari tapi ini udah  hari ga ada perubahan kalo maksimal nya smpe  hari sih terlalu lama jadi buat apa ada pilihan uang darurat saat ingin pengambilan dana jika proses nya aja disamakan dengan pilihan yang lain lelet ngerti ga sih arti darurat maksimal  hari aja udahlah lama biaya admin nya gede pula kalo dipotong gede maksimal cepet lah cair nya,aduh banget pencairan nya pdhl butuh bgt maksimum nya udah ga perubahan kalo maksimal nya smpe sih pilihan uang darurat pengambilan dana proses nya aja disamakan pilihan lelet ngerti ga sih arti darurat maksimal aja udahlah biaya admin nya gede kalo dipotong gede maksimal cepet cair nya,"['aduh', 'banget', 'pencairan', 'nya', 'pdhl', 'butuh', 'bgt', 'maksimum', 'nya', 'udah', 'ga', 'perubahan', 'kalo', 'maksimal', 'nya', 'smpe', 'sih', 'pilihan', 'uang', 'darurat', 'pengambilan', 'dana', 'proses', 'nya', 'aja', 'disamakan', 'pilihan', 'lelet', 'ngerti', 'ga', 'sih', 'arti', 'darurat', 'maksimal', 'aja', 'udahlah', 'biaya', 'admin', 'nya', 'gede', 'kalo', 'dipotong', 'gede', 'maksimal', 'cepet', 'cair', 'nya']",aduh banget cair nya pdhl butuh bgt maksimum nya udah ga ubah kalo maksimal nya smpe sih pilih uang darurat ambil dana proses nya aja sama pilih lelet ngerti ga sih arti darurat maksimal aja udahlah biaya admin nya gede kalo potong gede maksimal cepet cair nya
"Udah pengguna akun dari lama banget, kecewa karna upgrade ke bibit plus, udah gitu sekarang ada biaya tf hmm, semenjak di ubah ke bibit plus tampilannya juga ga enak mana gabisa di ubah ke bibit biasa lagi",1,Negatif,udah pengguna akun dari lama banget kecewa karna upgrade ke bibit plus udah gitu sekarang ada biaya tf hmm semenjak di ubah ke bibit plus tampilannya juga ga enak mana gabisa di ubah ke bibit biasa lagi,udah pengguna akun banget kecewa karna upgrade bibit plus udah gitu biaya tf hmm semenjak ubah bibit plus tampilannya ga enak gabisa ubah bibit,"['udah', 'pengguna', 'akun', 'banget', 'kecewa', 'karna', 'upgrade', 'bibit', 'plus', 'udah', 'gitu', 'biaya', 'tf', 'hmm', 'semenjak', 'ubah', 'bibit', 'plus', 'tampilannya', 'ga', 'enak', 'gabisa', 'ubah', 'bibit']",udah guna akun banget kecewa karna upgrade bibit plus udah gitu biaya tf hmm semenjak ubah bibit plus tampil ga enak gabisa ubah bibit
"Mau pencarian lama, terus setelah berhasil, kok gak langsung masuk ke rekening, gimana nih, dicek di bibit order jual sudah berhasil tapi masuk ke rekeningnya lama, sekitar 4 harian kalau gak salah. Kalau sedang butuh dana jadi gak efektif nih pakai bibit. Kecuali kalau yg hanya mau investasi saja ya no problem.",2,Negatif,mau pencarian lama terus setelah berhasil kok gak langsung masuk ke rekening gimana nih dicek di bibit order jual sudah berhasil tapi masuk ke rekeningnya lama sekitar  harian kalau gak salah kalau sedang butuh dana jadi gak efektif nih pakai bibit kecuali kalau yg hanya mau investasi saja ya no problem,pencarian berhasil gak langsung masuk rekening gimana nih dicek bibit order jual berhasil masuk rekeningnya harian gak salah butuh dana gak efektif nih pakai bibit kecuali yg investasi ya no problem,"['pencarian', 'berhasil', 'gak', 'langsung', 'masuk', 'rekening', 'gimana', 'nih', 'dicek', 'bibit', 'order', 'jual', 'berhasil', 'masuk', 'rekeningnya', 'harian', 'gak', 'salah', 'butuh', 'dana', 'gak', 'efektif', 'nih', 'pakai', 'bibit', 'kecuali', 'yg', 'investasi', 'ya', 'no', 'problem']",cari hasil gak langsung masuk rekening gimana nih cek bibit order jual hasil masuk rekening hari gak salah butuh dana gak efektif nih pakai bibit kecuali yg investasi ya no problem
"Mon maap bibit sekarang ribet ada biaya pembayaran tiap mau rutin nabung, jadi secara ngga langsung DIPAKSA buka jago atau rdn wallet, FYI rdn wallet itu harus bca/jago juga dan ribet pendaftaranya. Sepertinya saya akan tarik dana nya dari bibit blakclist investasi terutama reksadana.",1,Negatif,mon maap bibit sekarang ribet ada biaya pembayaran tiap mau rutin nabung jadi secara ngga langsung dipaksa buka jago atau rdn wallet fyi rdn wallet itu harus bcajago juga dan ribet pendaftaranya sepertinya saya akan tarik dana nya dari bibit blakclist investasi terutama reksadana,mon maap bibit ribet biaya pembayaran rutin nabung ngga langsung dipaksa buka jago rdn wallet fyi rdn wallet bcajago ribet pendaftaranya tarik dana nya bibit blakclist investasi reksadana,"['mon', 'maap', 'bibit', 'ribet', 'biaya', 'pembayaran', 'rutin', 'nabung', 'ngga', 'langsung', 'dipaksa', 'buka', 'jago', 'rdn', 'wallet', 'fyi', 'rdn', 'wallet', 'bcajago', 'ribet', 'pendaftaranya', 'tarik', 'dana', 'nya', 'bibit', 'blakclist', 'investasi', 'reksadana']",mon maap bibit ribet biaya bayar rutin nabung ngga langsung paksa buka jago rdn wallet fyi rdn wallet bcajago ribet pendaftaranya tarik dana nya bibit blakclist investasi reksadana
Sudah pakai bibit 2 tahunan dulu takut takut mau coba tapi sekarang udah mulai nyaman eh taunya bulan ini ada biaya untuk bayar banknya padahal aku sebulan bisa 2 sampai 3 kali transaksi masukin uang. Akhirnya mau ga mau jadi nyoba upgrade bibit plus. Semoga kedepannya tetap dan lebih aman serta memudahkan pengguna ya. Masih agak agak takut pakai bank digital soalnya,4,Positif,sudah pakai bibit  tahunan dulu takut takut mau coba tapi sekarang udah mulai nyaman eh taunya bulan ini ada biaya untuk bayar banknya padahal aku sebulan bisa  sampai  kali transaksi masukin uang akhirnya mau ga mau jadi nyoba upgrade bibit plus semoga kedepannya tetap dan lebih aman serta memudahkan pengguna ya masih agak agak takut pakai bank digital soalnya,pakai bibit tahunan takut takut coba udah nyaman eh taunya biaya bayar banknya sebulan kali transaksi masukin uang ga nyoba upgrade bibit plus semoga kedepannya aman memudahkan pengguna ya takut pakai bank digital,"['pakai', 'bibit', 'tahunan', 'takut', 'takut', 'coba', 'udah', 'nyaman', 'eh', 'taunya', 'biaya', 'bayar', 'banknya', 'sebulan', 'kali', 'transaksi', 'masukin', 'uang', 'ga', 'nyoba', 'upgrade', 'bibit', 'plus', 'semoga', 'kedepannya', 'aman', 'memudahkan', 'pengguna', 'ya', 'takut', 'pakai', 'bank', 'digital']",pakai bibit tahun takut takut coba udah nyaman eh tau biaya bayar bank bulan kali transaksi masukin uang ga nyoba upgrade bibit plus moga depan aman mudah guna ya takut pakai bank digital
"Sangat kurang,di history ada kata telah berhasil order jualnya,tapi tidak ada masuk uang nya ke akun bank,ada 3 saham yang saya jual 2 nya juga berhasil Alhamdulillah masuk ke akun bank,yang satu nya lagi sama sekali belum masuk sampai skrng udah 7 hari kerja loh",1,Negatif,sangat kurangdi history ada kata telah berhasil order jualnyatapi tidak ada masuk uang nya ke akun bankada  saham yang saya jual  nya juga berhasil alhamdulillah masuk ke akun bankyang satu nya lagi sama sekali belum masuk sampai skrng udah  hari kerja loh,kurangdi history berhasil order jualnyatapi masuk uang nya akun bankada saham jual nya berhasil alhamdulillah masuk akun bankyang nya masuk skrng udah kerja loh,"['kurangdi', 'history', 'berhasil', 'order', 'jualnyatapi', 'masuk', 'uang', 'nya', 'akun', 'bankada', 'saham', 'jual', 'nya', 'berhasil', 'alhamdulillah', 'masuk', 'akun', 'bankyang', 'nya', 'masuk', 'skrng', 'udah', 'kerja', 'loh']",kurangdi history hasil order jualnyatapi masuk uang nya akun bankada saham jual nya hasil alhamdulillah masuk akun bankyang nya masuk skrng udah kerja loh
"Kecewa banget sekarang tiap mau nabung ada biaya pembayaran nya, padahal udah mau 2 tahun pake bibit. Auto uninstall sih soal nya rugi kalo tiap nabung ada biaya nya sedangkan dalam sebulan saya bisa sampe 4x nabung.",2,Negatif,kecewa banget sekarang tiap mau nabung ada biaya pembayaran nya padahal udah mau  tahun pake bibit auto uninstall sih soal nya rugi kalo tiap nabung ada biaya nya sedangkan dalam sebulan saya bisa sampe x nabung,kecewa banget nabung biaya pembayaran nya udah pake bibit auto uninstall sih nya rugi kalo nabung biaya nya sebulan sampe x nabung,"['kecewa', 'banget', 'nabung', 'biaya', 'pembayaran', 'nya', 'udah', 'pake', 'bibit', 'auto', 'uninstall', 'sih', 'nya', 'rugi', 'kalo', 'nabung', 'biaya', 'nya', 'sebulan', 'sampe', 'x', 'nabung']",kecewa banget nabung biaya bayar nya udah pake bibit auto uninstall sih nya rugi kalo nabung biaya nya bulan sampe x nabung
"Sudah pakai bibit hampir 2th. Baru kali ini saya top up ke rdn wallet blm masuk, pdhl baru top up 3hr yg lalu lgsg masuk. Sudah hubungi ke WA yang ada. Smg kejadian ini tdk terulang kembali. Mohon ditingkatkan dan diperbaiki kembali aplikasinya.",4,Positif,sudah pakai bibit hampir th baru kali ini saya top up ke rdn wallet blm masuk pdhl baru top up hr yg lalu lgsg masuk sudah hubungi ke wa yang ada smg kejadian ini tdk terulang kembali mohon ditingkatkan dan diperbaiki kembali aplikasinya,pakai bibit th kali top up rdn wallet blm masuk pdhl top up hr yg lgsg masuk hubungi wa smg kejadian tdk terulang mohon ditingkatkan diperbaiki aplikasinya,"['pakai', 'bibit', 'th', 'kali', 'top', 'up', 'rdn', 'wallet', 'blm', 'masuk', 'pdhl', 'top', 'up', 'hr', 'yg', 'lgsg', 'masuk', 'hubungi', 'wa', 'smg', 'kejadian', 'tdk', 'terulang', 'mohon', 'ditingkatkan', 'diperbaiki', 'aplikasinya']",pakai bibit th kali top up rdn wallet blm masuk pdhl top up hr yg lgsg masuk hubung wa smg jadi tdk ulang mohon tingkat baik aplikasi
"Sejak pembelian saham dikenakan biaya sy jd berpikir ulang utk menggunakan bibit Krn awalnya berpikir dgn 10rb sy bisa menabung (investasi). Krn selama ini sy beli dgn menyisihkan keuntungan penjualan kecil2an dr market place. Kalau sy membeli 10rb lalu biaya (minimal) 2,5 - 4,6 rb berarti sy hrs menambah 25 - 46 % dr nilai pembelian. Sama jg ketika mentransfer ke Jago terlebih dahulu, ada biaya admin di sana.",2,Negatif,sejak pembelian saham dikenakan biaya sy jd berpikir ulang utk menggunakan bibit krn awalnya berpikir dgn rb sy bisa menabung investasi krn selama ini sy beli dgn menyisihkan keuntungan penjualan kecilan dr market place kalau sy membeli rb lalu biaya minimal    rb berarti sy hrs menambah     dr nilai pembelian sama jg ketika mentransfer ke jago terlebih dahulu ada biaya admin di sana,pembelian saham dikenakan biaya sy jd berpikir ulang utk bibit krn berpikir dgn rb sy menabung investasi krn sy beli dgn menyisihkan keuntungan penjualan kecilan dr market place sy membeli rb biaya minimal rb sy hrs menambah dr nilai pembelian jg mentransfer jago biaya admin,"['pembelian', 'saham', 'dikenakan', 'biaya', 'sy', 'jd', 'berpikir', 'ulang', 'utk', 'bibit', 'krn', 'berpikir', 'dgn', 'rb', 'sy', 'menabung', 'investasi', 'krn', 'sy', 'beli', 'dgn', 'menyisihkan', 'keuntungan', 'penjualan', 'kecilan', 'dr', 'market', 'place', 'sy', 'membeli', 'rb', 'biaya', 'minimal', 'rb', 'sy', 'hrs', 'menambah', 'dr', 'nilai', 'pembelian', 'jg', 'mentransfer', 'jago', 'biaya', 'admin']",beli saham kena biaya sy jd pikir ulang utk bibit krn pikir dgn rb sy tabung investasi krn sy beli dgn sisih untung jual kecil dr market place sy beli rb biaya minimal rb sy hrs tambah dr nilai beli jg transfer jago biaya admin
"Skrang bibit dikenakan biaya stiap pembelian, mana setiap awal bulan tabungan sya disini macam2 goal.. jd nabung skitarnya 5 tabungan berbeda.. mau upgrade k plus juga ragu.. jd pgen berhenti pkai bibit jika slalu dikenai biaya tmbahan mana cairnya juga lama",2,Negatif,skrang bibit dikenakan biaya stiap pembelian mana setiap awal bulan tabungan sya disini macam goal jd nabung skitarnya  tabungan berbeda mau upgrade k plus juga ragu jd pgen berhenti pkai bibit jika slalu dikenai biaya tmbahan mana cairnya juga lama,skrang bibit dikenakan biaya stiap pembelian tabungan sya goal jd nabung skitarnya tabungan berbeda upgrade k plus ragu jd pgen berhenti pkai bibit slalu dikenai biaya tmbahan cairnya,"['skrang', 'bibit', 'dikenakan', 'biaya', 'stiap', 'pembelian', 'tabungan', 'sya', 'goal', 'jd', 'nabung', 'skitarnya', 'tabungan', 'berbeda', 'upgrade', 'k', 'plus', 'ragu', 'jd', 'pgen', 'berhenti', 'pkai', 'bibit', 'slalu', 'dikenai', 'biaya', 'tmbahan', 'cairnya']",skrang bibit kena biaya stiap beli tabung sya goal jd nabung skitarnya tabung beda upgrade k plus ragu jd pgen henti pkai bibit slalu kena biaya tmbahan cair
Sebelumnya sangat nyaman dengan aplikasi ini. Tapi sekarang kok kalo mau bayar via bank selain bank jago ada biaya adminnya :( tujuan saya menabung dijago agar uang yang disimpan dibank gak kepotong biaya admin sia-sia. Eh dibibit jg ada biayanya skrg. Kembalikan seperti dulu dong bibit,1,Negatif,sebelumnya sangat nyaman dengan aplikasi ini tapi sekarang kok kalo mau bayar via bank selain bank jago ada biaya adminnya  tujuan saya menabung dijago agar uang yang disimpan dibank gak kepotong biaya admin siasia eh dibibit jg ada biayanya skrg kembalikan seperti dulu dong bibit,nyaman aplikasi kalo bayar via bank bank jago biaya adminnya tujuan menabung dijago uang disimpan dibank gak kepotong biaya admin siasia eh dibibit jg biayanya skrg kembalikan bibit,"['nyaman', 'aplikasi', 'kalo', 'bayar', 'via', 'bank', 'bank', 'jago', 'biaya', 'adminnya', 'tujuan', 'menabung', 'dijago', 'uang', 'disimpan', 'dibank', 'gak', 'kepotong', 'biaya', 'admin', 'siasia', 'eh', 'dibibit', 'jg', 'biayanya', 'skrg', 'kembalikan', 'bibit']",nyaman aplikasi kalo bayar via bank bank jago biaya adminnya tuju tabung jago uang simpan bank gak potong biaya admin siasia eh bibit jg biaya skrg kembali bibit
"Suka sama tampilan dan kepraktisannya, mohon dikasi widget realtime terlait naik turunnya dana kelolaan kita secara realtime.. supaya tdk bolak balik masuk aplikasi hanya untuk liat grafik perkembangan dana.",4,Positif,suka sama tampilan dan kepraktisannya mohon dikasi widget realtime terlait naik turunnya dana kelolaan kita secara realtime supaya tdk bolak balik masuk aplikasi hanya untuk liat grafik perkembangan dana,suka tampilan kepraktisannya mohon dikasi widget realtime terlait turunnya dana kelolaan realtime tdk bolak masuk aplikasi liat grafik perkembangan dana,"['suka', 'tampilan', 'kepraktisannya', 'mohon', 'dikasi', 'widget', 'realtime', 'terlait', 'turunnya', 'dana', 'kelolaan', 'realtime', 'tdk', 'bolak', 'masuk', 'aplikasi', 'liat', 'grafik', 'perkembangan', 'dana']",suka tampil praktis mohon kasi widget realtime terlait turun dana kelola realtime tdk bolak masuk aplikasi liat grafik kembang dana
"registrasi nya dipersusah nnya ke cs apa kendala yg tertulis ""lainnya"" dijawab internal, dan nanya solusinya malah dijawab cs, regis uda gabisa dilanjutin lg dan ga bakal ke acc(yg dmn data dan rekening sudah jelas) padahal rencananya mau invest kesini krn kata org mudah dan praktis tp boro2 praktis regis aja ribet dan ga jelas 😁.",1,Negatif,registrasi nya dipersusah nnya ke cs apa kendala yg tertulis lainnya dijawab internal dan nanya solusinya malah dijawab cs regis uda gabisa dilanjutin lg dan ga bakal ke accyg dmn data dan rekening sudah jelas padahal rencananya mau invest kesini krn kata org mudah dan praktis tp boro praktis regis aja ribet dan ga jelas ,registrasi nya dipersusah nnya cs kendala yg tertulis internal nanya solusinya cs regis uda gabisa dilanjutin lg ga accyg dmn data rekening rencananya invest kesini krn org mudah praktis tp boro praktis regis aja ribet ga,"['registrasi', 'nya', 'dipersusah', 'nnya', 'cs', 'kendala', 'yg', 'tertulis', 'internal', 'nanya', 'solusinya', 'cs', 'regis', 'uda', 'gabisa', 'dilanjutin', 'lg', 'ga', 'accyg', 'dmn', 'data', 'rekening', 'rencananya', 'invest', 'kesini', 'krn', 'org', 'mudah', 'praktis', 'tp', 'boro', 'praktis', 'regis', 'aja', 'ribet', 'ga']",registrasi nya susah nnya cs kendala yg tulis internal nanya solusi cs regis uda gabisa dilanjutin lg ga accyg dmn data rekening rencana invest kesini krn org mudah praktis tp boro praktis regis aja ribet ga
"dalam segi tampilan ini salah satu yang user friendly, untuk pelayanan juga sangat hebat, FYI untuk yang ngasih bintang 1 Reksadana juga sama seperti saham pencairannya biasanya T+2. ada sedikit saran untuk tampilan. keranjang pembelian susah untuk di akses, alangkah lebih baik jika disediakan di tempat yang mudah dilihat. pembayaran materai juga jika bisa ditaruh di menu yang memiliki tanda notifikasi",5,Positif,dalam segi tampilan ini salah satu yang user friendly untuk pelayanan juga sangat hebat fyi untuk yang ngasih bintang  reksadana juga sama seperti saham pencairannya biasanya t ada sedikit saran untuk tampilan keranjang pembelian susah untuk di akses alangkah lebih baik jika disediakan di tempat yang mudah dilihat pembayaran materai juga jika bisa ditaruh di menu yang memiliki tanda notifikasi,segi tampilan salah user friendly pelayanan hebat fyi ngasih bintang reksadana saham pencairannya t saran tampilan keranjang pembelian susah akses alangkah disediakan mudah pembayaran materai ditaruh menu memiliki tanda notifikasi,"['segi', 'tampilan', 'salah', 'user', 'friendly', 'pelayanan', 'hebat', 'fyi', 'ngasih', 'bintang', 'reksadana', 'saham', 'pencairannya', 't', 'saran', 'tampilan', 'keranjang', 'pembelian', 'susah', 'akses', 'alangkah', 'disediakan', 'mudah', 'pembayaran', 'materai', 'ditaruh', 'menu', 'memiliki', 'tanda', 'notifikasi']",segi tampil salah user friendly layan hebat fyi ngasih bintang reksadana saham cair t saran tampil keranjang beli susah akses alangkah sedia mudah bayar materai taruh menu milik tanda notifikasi
