userName,score,at,content
Wawan Kurniawan,1,2024-02-13 03:29:27,"Saya kasih bintang 1,sudah satu tahun saya menunggu proses pencairan yang sama sekali belum masuk ke rekening sayaa, saya sdah menilai aplikasi ini lebih dari 10,diarahkan untuk kontak whatsapp tapi nomor tidak terdaftar di whatsapp saya minta pertanggungjawaban ya dan dana saya 5 jt mohon untuk dikembalikann!!!!!!"
Rend Di,3,2024-02-13 00:21:39,"Semenjak di kenakan biaya TF antar bank sampai detik ini blm pernah lagi melakukan pembelian 😅,saya paling kalo melakukan pembelian 100rb kadang 200rb per Minggu nya (nyicil dikit2 jadi bukit) jadi klo di kenakan biaya TF ketemu nya rugi 😅, Mungkin buat yg sekali beli di atas 500rb di kenakan biaya TF enggak berasa. Semoga besok saya di beri rejeki yg melimpah biar bisa melakukan pembelian dengan jumlah yg besar 🤲,"
ine rahma,5,2024-02-01 22:00:19,"Bibit bagi sy adalah simpanan penyelamat, sy beli bibit hanya dalam jumlah kecil dan jarang tetapi yang nilainya sedikit itu ternyata menjadi sangat besar dan berharga di saat sy terjepit, bibit jadi solusi yang bisa diandalkan👍"
Mirza Mimomi,4,2024-01-30 19:17:54,Saya penguna Baru aplikasi bibit ini udh bagus tapi kalau bisa untuk topup mengunakan e wallet dikurangi biaya topupnya soalnya kami yg nabung sebulan 500rb cukup kerasa banyak kurangnya semoga bisa dimurahkan lagi mungkin dari 2.500 ke 1.000 atau bisa lebih murah Atau gratis. maaf jika pendapat ini kurang berguna tapi mohon diterima masukannya
Muhammad Rizki Muhaimin,5,2024-01-30 16:32:59,"Sumpah ini aplikasi bagus banget simple, gue keilangan HP, dan gue cerita ke admin bibit, diarahin buat benerin data secara manual and jujurly simple cepet bnget sekarang udah bisa login lagi😭🤝 ga kaya sebelah ribet"
Josaphat Tri Utomo,2,2024-01-20 11:36:59,"Kecewa banget skrng mau top up aja ada biaya pembayarannya... Kalau diitung itung rugi banget kalau nabung dengan pola yang sering sebulan sampai 5x keatas terlebih saya konsennya di RDPU yg keuntungannya kecil, malah biaya pembayarannya lebih besar ketimbang keuntungannya"
Dawam Adhiguna,5,2024-01-18 20:21:04,"2 tahun lebih pake bibit OK OK aja... Tp setelah update ini kok gak bisa cek performa portofolio ya?🤔 (Hari ini untung / rugi berapa sesuai nonimal investasi) Soalnya bibit versi lama bisa liat performa portofolionya, mohon diperbaiki 🙏"
Someone Else,1,2024-01-16 09:03:11,Bintang satu karena bibit sekarang agak ribet cara penggunaannya. Dulu daftar selesai tinggal investasi. Sekarang harus update bibit plus. Sungguh mengecewakan sih gak kayak apk investasi lainnya. Mana pakai bank jago lagi agar bisa top up. Kerjasama sih kerjasama tapi kesannya memaksa pelanggan untuk menjadi bagian dari kerjasama. Dahlah gak lagi invest di apk ini.
Ruth Patrisia Yolanda,4,2024-01-12 22:17:08,Begini saya senang top up reksadana walaupun tidak banyak. Cuman kok sekarang bayar ya kalau mau top upnya. Padahal uang yg di top up gak banyak. Pen nabung pelan2. Tapi malah gini. Dan lagi ketika kita sudah jual reksadananya kok malah tidak sama seperti sebelum jual.. Walaupun setelah potong biaya? Mohon diperbaiki apalagi setelah di upgrade makin gak2 aja.
Muhammad Fatthul Rahman,1,2024-01-08 04:46:58,"Sekarang dikenakan biaya tambahan jika ingin menabung. Update malah bikin kecewa, dulu-dulu ngga begini bibit tolong di perbaiki lg. Nabung dj pasar uang dikenakan biayanya lemayan retrun sama biaya tambahan gedean biaya tambahan :( min tolong lah ya dj perbaiki"
Jefry Senpai2004,1,2023-12-31 10:59:39,"Saya berikan bintang 1 karena kecewa berat, saya ingin upgrade ke bibit plus, tapi selalu gagal karena e-ktp tidak sesuai, padahal semua data yang saya masukkan sudah sesuai e-ktp saya, sialan!!."
Deka Martana,3,2023-12-30 01:26:53,"Saya turunin bintangnya dulu, saya mau upgrade ke bibit plus tapi di tolak infonya harus masukan data no hp sesuai dengan yang terdaftar di app, padahal sudah saya masukan sesuai dan tidak ada no lain lagi. Mohon segera penjelasanya"
Kresensia Pira,1,2023-12-22 09:17:48,"Bingung sama ini aplikasi mau invest disini ribet kali, disuruh upgrade bibit plus habis itu nanti kita diarahkan keluar aplikasi seperti aplikasi bankjago dan stockbit mencurigakan mau invest jadi takut soalnya di arahkannya ke aplikasi lain di luar apk bibit nya pada saat mau invest. Hati2 ya teman2 semua"
Nia Asikin,2,2023-12-19 12:51:08,"Aduh.. lama banget pencairan nya pdhl lagi butuh bgt, maksimum nya 3 hari tapi ini udah 5 hari ga ada perubahan. Kalo maksimal nya smpe 7 hari sih, terlalu lama. Jadi buat apa ada pilihan ""Uang darurat"" saat ingin pengambilan dana, jika proses nya aja disamakan dengan pilihan yang lain? lelet. Ngerti ga sih arti darurat? Maksimal 3 hari aja. Udahlah lama, biaya admin nya gede pula! Kalo dipotong gede maksimal cepet lah cair nya."
Aridjjudin Li,1,2023-12-17 10:51:10,"Udah pengguna akun dari lama banget, kecewa karna upgrade ke bibit plus, udah gitu sekarang ada biaya tf hmm, semenjak di ubah ke bibit plus tampilannya juga ga enak mana gabisa di ubah ke bibit biasa lagi"
Lubabul Afham,2,2023-12-15 10:08:18,"Mau pencarian lama, terus setelah berhasil, kok gak langsung masuk ke rekening, gimana nih, dicek di bibit order jual sudah berhasil tapi masuk ke rekeningnya lama, sekitar 4 harian kalau gak salah. Kalau sedang butuh dana jadi gak efektif nih pakai bibit. Kecuali kalau yg hanya mau investasi saja ya no problem."
Salman Aji,1,2023-12-15 07:10:01,"Mon maap bibit sekarang ribet ada biaya pembayaran tiap mau rutin nabung, jadi secara ngga langsung DIPAKSA buka jago atau rdn wallet, FYI rdn wallet itu harus bca/jago juga dan ribet pendaftaranya. Sepertinya saya akan tarik dana nya dari bibit blakclist investasi terutama reksadana."
krisnanti angela,4,2023-12-13 22:09:17,Sudah pakai bibit 2 tahunan dulu takut takut mau coba tapi sekarang udah mulai nyaman eh taunya bulan ini ada biaya untuk bayar banknya padahal aku sebulan bisa 2 sampai 3 kali transaksi masukin uang. Akhirnya mau ga mau jadi nyoba upgrade bibit plus. Semoga kedepannya tetap dan lebih aman serta memudahkan pengguna ya. Masih agak agak takut pakai bank digital soalnya
Ardiansyah,1,2023-12-11 22:30:49,"Sangat kurang,di history ada kata telah berhasil order jualnya,tapi tidak ada masuk uang nya ke akun bank,ada 3 saham yang saya jual 2 nya juga berhasil Alhamdulillah masuk ke akun bank,yang satu nya lagi sama sekali belum masuk sampai skrng udah 7 hari kerja loh"
Mala Putri,2,2023-12-10 15:43:20,"Kecewa banget sekarang tiap mau nabung ada biaya pembayaran nya, padahal udah mau 2 tahun pake bibit. Auto uninstall sih soal nya rugi kalo tiap nabung ada biaya nya sedangkan dalam sebulan saya bisa sampe 4x nabung."
Elisa N H,4,2023-12-07 19:17:05,"Sudah pakai bibit hampir 2th. Baru kali ini saya top up ke rdn wallet blm masuk, pdhl baru top up 3hr yg lalu lgsg masuk. Sudah hubungi ke WA yang ada. Smg kejadian ini tdk terulang kembali. Mohon ditingkatkan dan diperbaiki kembali aplikasinya."
hariyani le,2,2023-12-07 07:59:12,"Sejak pembelian saham dikenakan biaya sy jd berpikir ulang utk menggunakan bibit Krn awalnya berpikir dgn 10rb sy bisa menabung (investasi). Krn selama ini sy beli dgn menyisihkan keuntungan penjualan kecil2an dr market place. Kalau sy membeli 10rb lalu biaya (minimal) 2,5 - 4,6 rb berarti sy hrs menambah 25 - 46 % dr nilai pembelian. Sama jg ketika mentransfer ke Jago terlebih dahulu, ada biaya admin di sana."
Risuka Haq,2,2023-12-01 21:28:13,"Skrang bibit dikenakan biaya stiap pembelian, mana setiap awal bulan tabungan sya disini macam2 goal.. jd nabung skitarnya 5 tabungan berbeda.. mau upgrade k plus juga ragu.. jd pgen berhenti pkai bibit jika slalu dikenai biaya tmbahan mana cairnya juga lama"
Nuril Hidayah,1,2023-11-30 08:25:02,Sebelumnya sangat nyaman dengan aplikasi ini. Tapi sekarang kok kalo mau bayar via bank selain bank jago ada biaya adminnya :( tujuan saya menabung dijago agar uang yang disimpan dibank gak kepotong biaya admin sia-sia. Eh dibibit jg ada biayanya skrg. Kembalikan seperti dulu dong bibit
HAN SEN,4,2023-11-24 12:22:55,"Suka sama tampilan dan kepraktisannya, mohon dikasi widget realtime terlait naik turunnya dana kelolaan kita secara realtime.. supaya tdk bolak balik masuk aplikasi hanya untuk liat grafik perkembangan dana."
Caffea Aidah Kusnun Dayana,1,2023-11-21 11:55:26,"registrasi nya dipersusah nnya ke cs apa kendala yg tertulis ""lainnya"" dijawab internal, dan nanya solusinya malah dijawab cs, regis uda gabisa dilanjutin lg dan ga bakal ke acc(yg dmn data dan rekening sudah jelas) padahal rencananya mau invest kesini krn kata org mudah dan praktis tp boro2 praktis regis aja ribet dan ga jelas 😁."
mahmud yusuf,5,2023-10-20 11:22:55,"dalam segi tampilan ini salah satu yang user friendly, untuk pelayanan juga sangat hebat, FYI untuk yang ngasih bintang 1 Reksadana juga sama seperti saham pencairannya biasanya T+2. ada sedikit saran untuk tampilan. keranjang pembelian susah untuk di akses, alangkah lebih baik jika disediakan di tempat yang mudah dilihat. pembayaran materai juga jika bisa ditaruh di menu yang memiliki tanda notifikasi"
sarwo edi,2,2023-10-17 19:16:26,"rumit, untuk rubah rekening pencairan hrs ke stockbit, trs butuh 3 aplikasi utk pengoperasiannya : bibit, stockbit, bank jago, tdk dijadikan dlm satu aplikasi dikelola oleh 1 pihak aja, entah maksudnya gimn ? apa dibuat sengaja ribet utk menghindari hukum, waktu pencairan kupon dan withdraw jg ngga bisa realtime cair langsung"
Ramdan sawaludin,5,2023-09-18 15:31:06,"Aplikasi invest terbaik menurutku mudah digunakan tampilan nya pun enak di lihat mudah untuk pemula yang gak ngerti investasi, tapi lebih baik mohon di pertimbangkan kembali untuk penerapan tampilan dark mode seperti StockBit. Akan lebih baik ada opsi tampilan seperti itu di Bibit jangan hanya di StockBit.. Semoga update selanjutnya lebih baik lagi dari semua aspek"
Amelia Putri,5,2023-09-17 15:23:18,"Isi Reff ""SIRAJIN"" dapatkan Gebyar bonus cashback utamanya. Ini sangat rekomendasikan untuk kalian yang ingin memulai investasi dengan lebih mudah dan nyaman. Fitur-fiturnya mudah untuk dipahami dan aplikasinya sangat ringan dan tidak bikin hp menjadi lemot. Hanya Bibit yang sangat rekomendasi untuk para pemula. Langsung download dan buktikanlan. Bibit selalu bikin hidup menjadi lebih cuan."
Marfinas Asbrian S,5,2023-09-12 14:36:33,"Sangat recomended menurut saya, terutama untuk orang-orang yang ingin menabung, meskipun masih awam namun admin bibit setia setiap saat untuk membantu jalannya keuangan kalian, terlebih lagi adminnya sangat fastrespon, jadi ga perlu ragu lagi untuk menabung di aplikasi Bibit"
Suraga Pratama01,1,2023-08-12 11:14:34,Ruet banget saya sudah verifikasi berkali kali gk berhasill padahal data diri lengkap dan murni visi nya doang apk untuk pemula tapi ruet dan cs service nya tidak memberi solusi apa punn gk jadi dah main bibit!!!!!!! Sama kaya apk bank jago cuman nyolong data doang!!!!
ronika pasaribu,1,2023-08-10 19:24:00,"Gila aplikasi aneh, masak dana masuk ke saldo RDN di aplikasi aja 7Hk, sementara diaplikasi lain hanya T2 Dana masuk saldo RDN 7HK, kalau lakui intruksi penarikan dana bisa lagi nambah waltu ya? Pdhal aplikasi lain juga saldo masuk ke bank kustodian, tapi gak selama ini jg."
Elga Rian Ardiyansa,5,2023-08-07 19:21:54,Sekedar saran untuk update bibit kedepannya.. tolong untuk fitur nabung rutin jangan diperuntukkan untuk Reksadana saja. Tetapi bisa untuk saham dan obligasi FR.. agar kami bisa pakai fitur nabung rutin tersebut diberbagai instrumen investasi.. terima kasih
elen axell,5,2023-08-07 10:12:46,"Untk pengguna baru bisa dapet cashback nih, pakai kode refferal : ""bitjago"" Pendaftaran mudah dari awal - akhir. Hanya ikuti step stepnya aja. Verifikasinya juga termasuk cepet. sign up ke jago nya juga mudah dan cepat prosesnya................"
Mindset Pria,2,2023-08-05 19:33:50,Saya tidak punya no rekening Tolong dong dibuatkan ketika menarik bisa lewat aplikasi dana ...biar enak kita nya ...yang tidak punya rekening Aplikasi memang bagus Tapi masih kurang puas karena WD nya harus pake rekening bank !!!
Anindita Pramesti,4,2023-07-31 21:22:54,"Setlh di update malah gak bisa kebuka lagi aplikasinya, dri tanggal 26 aplikasi gak bisa kebuka, smpe sempat uninstal download lagi ttap aja gak bisa kebuka. Gimna nii kalo mau lihat bagi hasilnya ?? Mana tabungan dah lumayan."
Refqi Wira,3,2023-07-07 06:09:41,"Bintang 3 point plus, mines bintang 2 kekurangannya, karena proses pembelian/topupnya lama banget, dan juga penarikan pemindahan saldo ke bank lama banget prosesnya, 3 hari baru beres proses transaksi ny, kalo lagi butuh ngedadak agak ruwet, harus nunggu bberapa hari baru masuk ke rekening buat penarikan. Overall bagus semua dan pengawasan ketat🤟"
rendy franc,1,2023-07-04 17:59:32,"Aplikasi menabung yang payah! Penjualan aset membutuhkan waktu 7 hari kerja sehingga ketika kita ingin menjual aset untuk kebutuhan mendadak Sangat memakan waktu, kalo mau investasi mending beli emas di pasar aja udah selesai gak pakek nunggu 7 hari. Payah!"
Haidar Ali,3,2023-07-04 13:38:35,"Kemarin saya jual pasar uang 500k kok uangnya belum masuk²?....udah 3 Minggu ini,saya tenang karena katanya terjamin keamanannya,tapi kok ga masuk² gini Dan juga kenapa tidak ada history,kita jual beli apa,seberapa banyak,kapan. Dan juga tidak ada notif sudah masuk atau belum,gmn sih, payah"
Panji Prakoso,3,2023-06-25 17:45:18,"Hi Bibit! Aplikasi yang anda buat cukup bagus. Tapi sayangnya masih ada kekurangan dalam pencairan dananya. Bagaimana saya mau top up untuk dana darurat saya, jika pencairannya membutuhkan Waktu yang beberapa hari. Yang menurut saya sekarang sangatlah memakan waktu yang cukup lama. Tolong untuk pencairannya di percepat lagi! Terimakasih!"
Septian Bayu Kustanto (Septian),2,2023-05-30 12:32:14,"Untuk tampilan emang bagus dan simple tapi sayang, pas coba wd malah dana yang masuk tidak sesuai dengan di aplikasi, soalnya untuk fee tf udah di tanggung oleh bibit sendiri kan? Saran aja sih kalau ada potongannya langsung di tampil kan saja dana yang masuknya sesudah di potong. Dan masih ada potongan lainnya yaitu biaya materai"
Eka,1,2023-05-23 16:14:18,"jual obligasi dari tgl 16 mei sampai skrg dana belum masuk rekening, biasanya 2 hari kerja sdah masuk . klau bisa cepat , knp harus pkai maksimal estimasi pling akhir ！ pikir 2 kali beli aset dsini,. lagi"
Dwi Purwanto,4,2023-05-23 05:01:43,"mudah dipelajari,banyak keuntungan,banyak gratis,banyak promo,banyak hadiah. pilihan produk bisa diperbanyak. praktis,cepat bisa langsung dapat tanpa alasan dan gangguan. bijak tidak memaksa,tidak menipu. tanpa pajak dan biaya admin. aman dapat dipercaya. banyak bantuan,jangan ragu."
Rio Budi harto,5,2023-05-15 09:14:55,"untuk aplikasi sangat mudah dj gunakan, tetapi kalau bisa proses withdraw di percepat jangan menunggu 3 hari kerja. overall keren si bibit"
taufiq toni,3,2023-05-02 11:14:26,Aplikasinya bagus. Untuk investasi juga bagus. Namun masalahnya untuk deposit dan penarikan masih tergolong lama kemungkinan sistemnya masih manual.. Perlu di tingkatkan lagi.
Hilal Fj,4,2023-04-27 10:29:37,"Bagus buat investasi jangka panjang, cuma untuk pembelian dan penjualan prosesnya di cepatkan jangan sampai berhari-hari prosesnya. Kasian jika orang yang urgent tiba-tiba butuh uang dan melakukan penjualan dari sini, tapi proses pengembaliannya berhari-hari.. Overall is good"
Rafi Andhika,5,2023-04-02 23:20:54,"aplikasi nya cocok buat yang masih pemula dalam dunia investasi.Disini di jelaskan dengan jelas dan mudah dipahami, serta ada pembimbingan bagi user pemula agar tidak salah langkah dalam berinvestasi"
Beits fz,5,2023-03-04 21:10:38,"Yg masih pemula jgn ragu buat mulai, bukan semata buat nyari keuntungan tp biar kita konsisten nabung. Yg masih bingung mungkin bisa nonton yt bang raditya dika, aku juga tau aplikasi ini dr bang radit. Selamat mencoba.. boleh pake kode referral punyaku: sobatzl"
Ravindra A.P,1,2023-03-03 05:33:01,"Aplikasi bibit sangat memudahkan untuk investasi SBN, namun dari segi aksesibilitas masih belum ramah untuk disabilitas netra. Saat bernavigasi menggunakan TalkBack di dalam Bibit, beberapa menu tidak bisa diakses. Misalnya untuk menentukan tanggal, tahun dan bulan tidak bisa diklik. Sedangkan saudaranya yaitu stockbit, hampir semua menu bisa diakses dengan pembaca layar talkback. BTW TalkBack sekarang berubah nama jadi Android accessibility switch. Semoga ke depan ada perbaikan di bibit."
Papa Aristo,1,2023-02-24 08:25:46,"kecewa dengan tim support bibit, nggak ada solusi sama sekali. penggantian rekening pencairan sbn terlalu ribet. disuruh update di aplikasi stockbit tapi di aplikasi bibit nggak terupdate otomatis, malah ngawur kemana2 dan 3x tim support diganti secara otomatis. nanya kenapa belum terupdate malah disurug cek versi android dan aplikasi. lah apa hubungannya perubahan rekening pencairan sbn sama versi android terbaru ? itu khan by system kalian bukan android system. ngawur jawabannya"
Maxentia Christanto (MaxsterX),2,2023-02-24 00:41:11,"fitur Robo bisa menjebak terutama untuk pemula, 2 kali rekomendasi selalu di portfolio Merah untuk Saham, nyesel pakai rekomendasi Robo, jadi loss semua bagian Saham Tambahan : Portfolio Robo di 6.5 (Dana Pensiun), top up pertama dan kedua masuk Saham sudah merah, bahkan mesin waktu reksadana sudah menentukan pasti minus (misal tabung 1jt, 10 tahun jadi 800rb), alhasil Off-Track, tolong diperhatikan lagi rekomendasi Robo Terima kasih untuk responnya"
